""	"PotRichness"	"Basal_a"	"Basal_b"	"Densi_a"	"Densi_b"	"Quadr_a"	"Quadr_b"	"DHeig_a"	"DHeig_b"	"Cavit_a"	"Cavit_b"	"Shrub_a"	"Shrub_b"	"lambda"	"File"	"Variable"	"Model"
"287"	"6.4"	"0"	"1e+07"	"10000"	"6359.797"	"0"	"1e+07"	"0"	"1e+07"	"0.000146401"	"61.10268"	"0"	"1e+07"	"19.95537"	"./Results/Model Fits/UNFA_bi_Densi_Cavit_model.txt"	"UNFA"	"bi_Densi_Cavit"
"288"	"7.2"	"0"	"1e+07"	"10000"	"6531.515"	"0"	"1e+07"	"0"	"1e+07"	"0.0002028683"	"58.97039"	"0"	"1e+07"	"20.75666"	"./Results/Model Fits/UNNA_bi_Densi_Cavit_model.txt"	"UNNA"	"bi_Densi_Cavit"
"289"	"14.4"	"0"	"1e+07"	"6384.127"	"6336.651"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0.2355563"	"114.3619"	"62.15048"	"./Results/Model Fits/CVNA_bi_Densi_Shrub_model.txt"	"CVNA"	"bi_Densi_Shrub"
"290"	"15.2"	"0"	"1e+07"	"10000"	"9251.73"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"100"	"123.4278"	"0.2643915"	"./Results/Model Fits/GENA_bi_Densi_Shrub_model.txt"	"GENA"	"bi_Densi_Shrub"
"291"	"8.8"	"0"	"1e+07"	"10000"	"6402.932"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"100"	"103.3664"	"17.86428"	"./Results/Model Fits/GRFA_bi_Densi_Shrub_model.txt"	"GRFA"	"bi_Densi_Shrub"
"292"	"7.2"	"0"	"1e+07"	"1e-05"	"323.0129"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"100"	"65.23696"	"99.99949"	"./Results/Model Fits/GRNA_bi_Densi_Shrub_model.txt"	"GRNA"	"bi_Densi_Shrub"
"293"	"16.8"	"0"	"1e+07"	"1e-05"	"1408.054"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"101.6934"	"47.13537"	"./Results/Model Fits/OVFA_bi_Densi_Shrub_model.txt"	"OVFA"	"bi_Densi_Shrub"
"294"	"14.4"	"0"	"1e+07"	"10000"	"7994.038"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"51.22584"	"107.1734"	"64.69701"	"./Results/Model Fits/OVNA_bi_Densi_Shrub_model.txt"	"OVNA"	"bi_Densi_Shrub"
"295"	"16"	"0"	"1e+07"	"4557.234"	"4995.619"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"19.72119"	"97.03538"	"13.25476"	"./Results/Model Fits/SPEA_bi_Densi_Shrub_model.txt"	"SPEA"	"bi_Densi_Shrub"
"296"	"24"	"0"	"1e+07"	"6443.785"	"10000"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"40.37531"	"102.9962"	"7.719465"	"./Results/Model Fits/TOTA_bi_Densi_Shrub_model.txt"	"TOTA"	"bi_Densi_Shrub"
"297"	"4.800876"	"0"	"1e+07"	"4372.394"	"3696.476"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"2.50795"	"103.4035"	"13.40399"	"./Results/Model Fits/TRFA_bi_Densi_Shrub_model.txt"	"TRFA"	"bi_Densi_Shrub"
"298"	"9.355196"	"0"	"1e+07"	"1e-05"	"297.4313"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"41.90139"	"2.139081"	"77.55697"	"./Results/Model Fits/UBIA_bi_Densi_Shrub_model.txt"	"UBIA"	"bi_Densi_Shrub"
"299"	"6.4"	"0"	"1e+07"	"10000"	"6802.311"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"60.14844"	"45.84436"	"1.071445"	"./Results/Model Fits/UNFA_bi_Densi_Shrub_model.txt"	"UNFA"	"bi_Densi_Shrub"
"300"	"7.2"	"0"	"1e+07"	"9999.998"	"7040.543"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"61.32745"	"45.42027"	"75.76959"	"./Results/Model Fits/UNNA_bi_Densi_Shrub_model.txt"	"UNNA"	"bi_Densi_Shrub"
"301"	"14.40001"	"0"	"1e+07"	"0"	"1e+07"	"55.05302"	"55.32531"	"30"	"20.09964"	"0"	"1e+07"	"0"	"1e+07"	"37.41832"	"./Results/Model Fits/CVNA_bi_Quadr_DHeig_model.txt"	"CVNA"	"bi_Quadr_DHeig"
"302"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"25.26566"	"30"	"25.93835"	"0"	"1e+07"	"0"	"1e+07"	"46.4039"	"./Results/Model Fits/GENA_bi_Quadr_DHeig_model.txt"	"GENA"	"bi_Quadr_DHeig"
"303"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"1.039408e-05"	"21.46685"	"1.514282e-05"	"11.58632"	"0"	"1e+07"	"0"	"1e+07"	"69.20438"	"./Results/Model Fits/GRFA_bi_Quadr_DHeig_model.txt"	"GRFA"	"bi_Quadr_DHeig"
"304"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"17.20312"	"1e-05"	"9.743997"	"0"	"1e+07"	"0"	"1e+07"	"57.2396"	"./Results/Model Fits/GRNA_bi_Quadr_DHeig_model.txt"	"GRNA"	"bi_Quadr_DHeig"
"305"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"67.8117"	"30"	"29.56436"	"0"	"1e+07"	"0"	"1e+07"	"91.23524"	"./Results/Model Fits/OVFA_bi_Quadr_DHeig_model.txt"	"OVFA"	"bi_Quadr_DHeig"
"306"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"60"	"37.54361"	"1e-05"	"22.00518"	"0"	"1e+07"	"0"	"1e+07"	"41.43022"	"./Results/Model Fits/OVNA_bi_Quadr_DHeig_model.txt"	"OVNA"	"bi_Quadr_DHeig"
"307"	"17.63137"	"0"	"1e+07"	"0"	"1e+07"	"26.77214"	"23.20379"	"29.9999"	"17.58593"	"0"	"1e+07"	"0"	"1e+07"	"91.15123"	"./Results/Model Fits/SPEA_bi_Quadr_DHeig_model.txt"	"SPEA"	"bi_Quadr_DHeig"
"308"	"24"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"98.22815"	"29.99999"	"28.07741"	"0"	"1e+07"	"0"	"1e+07"	"98.76048"	"./Results/Model Fits/TOTA_bi_Quadr_DHeig_model.txt"	"TOTA"	"bi_Quadr_DHeig"
"309"	"7.364203"	"0"	"1e+07"	"0"	"1e+07"	"33.0748"	"21.43378"	"30"	"11.70705"	"0"	"1e+07"	"0"	"1e+07"	"59.35733"	"./Results/Model Fits/TRFA_bi_Quadr_DHeig_model.txt"	"TRFA"	"bi_Quadr_DHeig"
"310"	"4.822727"	"0"	"1e+07"	"0"	"1e+07"	"19.37626"	"4.475059"	"9.409005e-05"	"6.779292"	"0"	"1e+07"	"0"	"1e+07"	"34.64252"	"./Results/Model Fits/UBIA_bi_Quadr_DHeig_model.txt"	"UBIA"	"bi_Quadr_DHeig"
"311"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"1.006644e-05"	"20.96842"	"30"	"15.95181"	"0"	"1e+07"	"0"	"1e+07"	"3.930138"	"./Results/Model Fits/UNFA_bi_Quadr_DHeig_model.txt"	"UNFA"	"bi_Quadr_DHeig"
"312"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1.000045e-05"	"22.69"	"30"	"15.46706"	"0"	"1e+07"	"0"	"1e+07"	"93.52766"	"./Results/Model Fits/UNNA_bi_Quadr_DHeig_model.txt"	"UNNA"	"bi_Quadr_DHeig"
"313"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"59.49809"	"42.77359"	"0"	"1e+07"	"80"	"130.1662"	"0"	"1e+07"	"93.67013"	"./Results/Model Fits/CVNA_bi_Quadr_Cavit_model.txt"	"CVNA"	"bi_Quadr_Cavit"
"314"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"24.80491"	"0"	"1e+07"	"79.99988"	"108.0096"	"0"	"1e+07"	"20.82248"	"./Results/Model Fits/GENA_bi_Quadr_Cavit_model.txt"	"GENA"	"bi_Quadr_Cavit"
"315"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"1.000601e-05"	"15.84619"	"0"	"1e+07"	"80"	"95.0199"	"0"	"1e+07"	"79.87099"	"./Results/Model Fits/GRFA_bi_Quadr_Cavit_model.txt"	"GRFA"	"bi_Quadr_Cavit"
"316"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"11.85384"	"0"	"1e+07"	"19.4848"	"28.45741"	"0"	"1e+07"	"81.5322"	"./Results/Model Fits/GRNA_bi_Quadr_Cavit_model.txt"	"GRNA"	"bi_Quadr_Cavit"
"317"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"49.01811"	"0"	"1e+07"	"0.001045478"	"148.517"	"0"	"1e+07"	"93.90908"	"./Results/Model Fits/OVFA_bi_Quadr_Cavit_model.txt"	"OVFA"	"bi_Quadr_Cavit"
"318"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"60"	"33.24218"	"0"	"1e+07"	"1e-05"	"55.3795"	"0"	"1e+07"	"15.57984"	"./Results/Model Fits/OVNA_bi_Quadr_Cavit_model.txt"	"OVNA"	"bi_Quadr_Cavit"
"319"	"16"	"0"	"1e+07"	"0"	"1e+07"	"45.11577"	"30.89826"	"0"	"1e+07"	"79.99427"	"152.8235"	"0"	"1e+07"	"91.29909"	"./Results/Model Fits/SPEA_bi_Quadr_Cavit_model.txt"	"SPEA"	"bi_Quadr_Cavit"
"320"	"24"	"0"	"1e+07"	"0"	"1e+07"	"60"	"62.96061"	"0"	"1e+07"	"1e-05"	"123.0305"	"0"	"1e+07"	"31.08399"	"./Results/Model Fits/TOTA_bi_Quadr_Cavit_model.txt"	"TOTA"	"bi_Quadr_Cavit"
"321"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"28.76145"	"10.74874"	"0"	"1e+07"	"79.99999"	"76.27453"	"0"	"1e+07"	"81.697"	"./Results/Model Fits/TRFA_bi_Quadr_Cavit_model.txt"	"TRFA"	"bi_Quadr_Cavit"
"322"	"17.986"	"0"	"1e+07"	"0"	"1e+07"	"21.35042"	"3.116226"	"0"	"1e+07"	"8.690126"	"0.7737202"	"0"	"1e+07"	"10.40983"	"./Results/Model Fits/UBIA_bi_Quadr_Cavit_model.txt"	"UBIA"	"bi_Quadr_Cavit"
"323"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"60"	"25.797"	"0"	"1e+07"	"1.001025e-05"	"42.32031"	"0"	"1e+07"	"70.88269"	"./Results/Model Fits/UNFA_bi_Quadr_Cavit_model.txt"	"UNFA"	"bi_Quadr_Cavit"
"324"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"60"	"26.68798"	"0"	"1e+07"	"1.334592e-05"	"40.88704"	"0"	"1e+07"	"89.4625"	"./Results/Model Fits/UNNA_bi_Quadr_Cavit_model.txt"	"UNNA"	"bi_Quadr_Cavit"
"325"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"60"	"40.65211"	"0"	"1e+07"	"0"	"1e+07"	"1.623695e-05"	"129.3593"	"0.0292207"	"./Results/Model Fits/CVNA_bi_Quadr_Shrub_model.txt"	"CVNA"	"bi_Quadr_Shrub"
"326"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"24.20078"	"0"	"1e+07"	"0"	"1e+07"	"100"	"109.9998"	"4.906616"	"./Results/Model Fits/GENA_bi_Quadr_Shrub_model.txt"	"GENA"	"bi_Quadr_Shrub"
"327"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"27.48185"	"0"	"1e+07"	"0"	"1e+07"	"100"	"71.80038"	"22.26334"	"./Results/Model Fits/GRFA_bi_Quadr_Shrub_model.txt"	"GRFA"	"bi_Quadr_Shrub"
"328"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1.006434e-05"	"11.78012"	"0"	"1e+07"	"0"	"1e+07"	"63.99651"	"57.34274"	"26.2692"	"./Results/Model Fits/GRNA_bi_Quadr_Shrub_model.txt"	"GRNA"	"bi_Quadr_Shrub"
"329"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"51.30072"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"186.0398"	"31.7269"	"./Results/Model Fits/OVFA_bi_Quadr_Shrub_model.txt"	"OVFA"	"bi_Quadr_Shrub"
"330"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"21.52741"	"6.715611"	"0"	"1e+07"	"0"	"1e+07"	"46.46617"	"30.22073"	"10.99313"	"./Results/Model Fits/OVNA_bi_Quadr_Shrub_model.txt"	"OVNA"	"bi_Quadr_Shrub"
"331"	"16"	"0"	"1e+07"	"0"	"1e+07"	"48.45065"	"33.19321"	"0"	"1e+07"	"0"	"1e+07"	"0.0001829629"	"149.413"	"22.23207"	"./Results/Model Fits/SPEA_bi_Quadr_Shrub_model.txt"	"SPEA"	"bi_Quadr_Shrub"
"332"	"24"	"0"	"1e+07"	"0"	"1e+07"	"60"	"65.32415"	"0"	"1e+07"	"0"	"1e+07"	"43.18972"	"108.0598"	"40.25657"	"./Results/Model Fits/TOTA_bi_Quadr_Shrub_model.txt"	"TOTA"	"bi_Quadr_Shrub"
"333"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"44.78122"	"21.03007"	"0"	"1e+07"	"0"	"1e+07"	"0.0005289439"	"151.9702"	"75.69898"	"./Results/Model Fits/TRFA_bi_Quadr_Shrub_model.txt"	"TRFA"	"bi_Quadr_Shrub"
"334"	"11.01006"	"0"	"1e+07"	"0"	"1e+07"	"16.29224"	"0.7611231"	"0"	"1e+07"	"0"	"1e+07"	"37.64436"	"4.132323"	"31.87703"	"./Results/Model Fits/UBIA_bi_Quadr_Shrub_model.txt"	"UBIA"	"bi_Quadr_Shrub"
"335"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"60"	"29.61646"	"0"	"1e+07"	"0"	"1e+07"	"100"	"70.50555"	"28.58363"	"./Results/Model Fits/UNFA_bi_Quadr_Shrub_model.txt"	"UNFA"	"bi_Quadr_Shrub"
"336"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"60"	"30.96003"	"0"	"1e+07"	"0"	"1e+07"	"99.99999"	"69.51944"	"12.47331"	"./Results/Model Fits/UNNA_bi_Quadr_Shrub_model.txt"	"UNNA"	"bi_Quadr_Shrub"
"337"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"29.4775"	"18.21595"	"80"	"130.0278"	"0"	"1e+07"	"2.780021"	"./Results/Model Fits/CVNA_bi_DHeig_Cavit_model.txt"	"CVNA"	"bi_DHeig_Cavit"
"338"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"13.65545"	"25.1652"	"41.79683"	"0"	"1e+07"	"26.58327"	"./Results/Model Fits/GENA_bi_DHeig_Cavit_model.txt"	"GENA"	"bi_DHeig_Cavit"
"339"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"9.341161"	"13.07636"	"18.95395"	"0"	"1e+07"	"86.54736"	"./Results/Model Fits/GRFA_bi_DHeig_Cavit_model.txt"	"GRFA"	"bi_DHeig_Cavit"
"340"	"9.03862"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"7.362491"	"9.027748"	"7.983492"	"0"	"1e+07"	"20.89808"	"./Results/Model Fits/GRNA_bi_DHeig_Cavit_model.txt"	"GRNA"	"bi_DHeig_Cavit"
"341"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"22.67154"	"80"	"222.518"	"0"	"1e+07"	"82.18847"	"./Results/Model Fits/OVFA_bi_DHeig_Cavit_model.txt"	"OVFA"	"bi_DHeig_Cavit"
"342"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"14.28442"	"1e-05"	"59.58659"	"0"	"1e+07"	"95.07438"	"./Results/Model Fits/OVNA_bi_DHeig_Cavit_model.txt"	"OVNA"	"bi_DHeig_Cavit"
"343"	"19.58478"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.00803"	"79.99285"	"191.0602"	"0"	"1e+07"	"68.86492"	"./Results/Model Fits/SPEA_bi_DHeig_Cavit_model.txt"	"SPEA"	"bi_DHeig_Cavit"
"344"	"24"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"27.07767"	"1e-05"	"133.298"	"0"	"1e+07"	"59.91499"	"./Results/Model Fits/TOTA_bi_DHeig_Cavit_model.txt"	"TOTA"	"bi_DHeig_Cavit"
"345"	"5.930101"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"23.61694"	"8.476963"	"79.52286"	"107.4203"	"0"	"1e+07"	"99.96367"	"./Results/Model Fits/TRFA_bi_DHeig_Cavit_model.txt"	"TRFA"	"bi_DHeig_Cavit"
"346"	"6.744116"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"9.055162"	"0.2133143"	"11.01646"	"5.145225"	"0"	"1e+07"	"99.72955"	"./Results/Model Fits/UBIA_bi_DHeig_Cavit_model.txt"	"UBIA"	"bi_DHeig_Cavit"
"347"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"11.08591"	"1.808129e-05"	"39.64991"	"0"	"1e+07"	"44.66324"	"./Results/Model Fits/UNFA_bi_DHeig_Cavit_model.txt"	"UNFA"	"bi_DHeig_Cavit"
"348"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"11.3907"	"1.069959e-05"	"41.17047"	"0"	"1e+07"	"0.2996009"	"./Results/Model Fits/UNNA_bi_DHeig_Cavit_model.txt"	"UNNA"	"bi_DHeig_Cavit"
"349"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"17.37699"	"0"	"1e+07"	"1e-05"	"143.0791"	"21.01097"	"./Results/Model Fits/CVNA_bi_DHeig_Shrub_model.txt"	"CVNA"	"bi_DHeig_Shrub"
"350"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"13.52357"	"0"	"1e+07"	"50.31045"	"66.4694"	"3.301604"	"./Results/Model Fits/GENA_bi_DHeig_Shrub_model.txt"	"GENA"	"bi_DHeig_Shrub"
"351"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.000002e-05"	"9.069617"	"0"	"1e+07"	"1.724527e-05"	"110.4083"	"0.0001326341"	"./Results/Model Fits/GRFA_bi_DHeig_Shrub_model.txt"	"GRFA"	"bi_DHeig_Shrub"
"352"	"7.200286"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"7.285663"	"0"	"1e+07"	"60.51668"	"57.40799"	"33.10341"	"./Results/Model Fits/GRNA_bi_DHeig_Shrub_model.txt"	"GRNA"	"bi_DHeig_Shrub"
"353"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"22.19364"	"0"	"1e+07"	"0.003191996"	"203.2258"	"97.5323"	"./Results/Model Fits/OVFA_bi_DHeig_Shrub_model.txt"	"OVFA"	"bi_DHeig_Shrub"
"354"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"14.95577"	"0"	"1e+07"	"100"	"125.2006"	"93.99471"	"./Results/Model Fits/OVNA_bi_DHeig_Shrub_model.txt"	"OVNA"	"bi_DHeig_Shrub"
"355"	"18.8442"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.1144"	"0"	"1e+07"	"25.8999"	"133.9908"	"99.82406"	"./Results/Model Fits/SPEA_bi_DHeig_Shrub_model.txt"	"SPEA"	"bi_DHeig_Shrub"
"356"	"24"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"27.84465"	"0"	"1e+07"	"46.92629"	"117.8729"	"0.9102372"	"./Results/Model Fits/TOTA_bi_DHeig_Shrub_model.txt"	"TOTA"	"bi_DHeig_Shrub"
"357"	"5.227321"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"23.91979"	"8.446361"	"0"	"1e+07"	"4.958828"	"401.7298"	"3.040369"	"./Results/Model Fits/TRFA_bi_DHeig_Shrub_model.txt"	"TRFA"	"bi_DHeig_Shrub"
"358"	"17.6711"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"10.47475"	"0.9463607"	"0"	"1e+07"	"42.08327"	"2.227925"	"3.719509"	"./Results/Model Fits/UBIA_bi_DHeig_Shrub_model.txt"	"UBIA"	"bi_DHeig_Shrub"
"359"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"12.77187"	"0"	"1e+07"	"100"	"71.7855"	"7.78009"	"./Results/Model Fits/UNFA_bi_DHeig_Shrub_model.txt"	"UNFA"	"bi_DHeig_Shrub"
"360"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.25969"	"0"	"1e+07"	"100"	"71.38435"	"35.63158"	"./Results/Model Fits/UNNA_bi_DHeig_Shrub_model.txt"	"UNNA"	"bi_DHeig_Shrub"
"361"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"75.09223"	"1e-05"	"108.6738"	"70.73496"	"./Results/Model Fits/CVNA_bi_Cavit_Shrub_model.txt"	"CVNA"	"bi_Cavit_Shrub"
"362"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"79.83374"	"100"	"82.43462"	"7.95135"	"./Results/Model Fits/GENA_bi_Cavit_Shrub_model.txt"	"GENA"	"bi_Cavit_Shrub"
"363"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"6.718472"	"4.34883"	"100"	"52.06997"	"0.5986856"	"./Results/Model Fits/GRFA_bi_Cavit_Shrub_model.txt"	"GRFA"	"bi_Cavit_Shrub"
"364"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.294517"	"0.9609562"	"100"	"45.03729"	"45.50135"	"./Results/Model Fits/GRNA_bi_Cavit_Shrub_model.txt"	"GRNA"	"bi_Cavit_Shrub"
"365"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"98.49522"	"1.12497e-05"	"140.8925"	"36.71104"	"./Results/Model Fits/OVFA_bi_Cavit_Shrub_model.txt"	"OVFA"	"bi_Cavit_Shrub"
"366"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"67.5759"	"100"	"91.07435"	"91.45881"	"./Results/Model Fits/OVNA_bi_Cavit_Shrub_model.txt"	"OVNA"	"bi_Cavit_Shrub"
"367"	"16"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"88.76823"	"1.000144e-05"	"124.0458"	"0.01510115"	"./Results/Model Fits/SPEA_bi_Cavit_Shrub_model.txt"	"SPEA"	"bi_Cavit_Shrub"
"368"	"24"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"126.0375"	"45.21007"	"86.2422"	"21.58622"	"./Results/Model Fits/TOTA_bi_Cavit_Shrub_model.txt"	"TOTA"	"bi_Cavit_Shrub"
"369"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"79.99973"	"64.42489"	"2.112657e-05"	"117.1592"	"99.94067"	"./Results/Model Fits/TRFA_bi_Cavit_Shrub_model.txt"	"TRFA"	"bi_Cavit_Shrub"
"370"	"17.97995"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"9.224818"	"0.3824404"	"1.015827e-05"	"30.23236"	"39.32083"	"./Results/Model Fits/UBIA_bi_Cavit_Shrub_model.txt"	"UBIA"	"bi_Cavit_Shrub"
"371"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"56.14871"	"100"	"59.89647"	"2.037361"	"./Results/Model Fits/UNFA_bi_Cavit_Shrub_model.txt"	"UNFA"	"bi_Cavit_Shrub"
"372"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"58.70494"	"100"	"59.97321"	"35.87231"	"./Results/Model Fits/UNNA_bi_Cavit_Shrub_model.txt"	"UNNA"	"bi_Cavit_Shrub"
"373"	"14.4"	"37.49902"	"62.62768"	"0"	"1e+07"	"0"	"1e+07"	"30"	"17.1477"	"0"	"1e+07"	"0"	"1e+07"	"88.15856"	"./Results/Model Fits/CVNA_bi_Basal_DHeig_model.txt"	"CVNA"	"bi_Basal_DHeig"
"374"	"15.2"	"1e-05"	"45.47055"	"0"	"1e+07"	"0"	"1e+07"	"30"	"20.54416"	"0"	"1e+07"	"0"	"1e+07"	"29.7158"	"./Results/Model Fits/GENA_bi_Basal_DHeig_model.txt"	"GENA"	"bi_Basal_DHeig"
"375"	"8.8"	"1e-05"	"23.69499"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.50259"	"0"	"1e+07"	"0"	"1e+07"	"36.57869"	"./Results/Model Fits/GRFA_bi_Basal_DHeig_model.txt"	"GRFA"	"bi_Basal_DHeig"
"376"	"7.2"	"1e-05"	"11.25582"	"0"	"1e+07"	"0"	"1e+07"	"30"	"20.17066"	"0"	"1e+07"	"0"	"1e+07"	"55.39014"	"./Results/Model Fits/GRNA_bi_Basal_DHeig_model.txt"	"GRNA"	"bi_Basal_DHeig"
"377"	"17.85319"	"1e-05"	"87.52738"	"0"	"1e+07"	"0"	"1e+07"	"30"	"21.8401"	"0"	"1e+07"	"0"	"1e+07"	"93.0032"	"./Results/Model Fits/OVFA_bi_Basal_DHeig_model.txt"	"OVFA"	"bi_Basal_DHeig"
"378"	"14.4"	"1.000092e-05"	"58.46359"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.11397"	"0"	"1e+07"	"0"	"1e+07"	"93.73546"	"./Results/Model Fits/OVNA_bi_Basal_DHeig_model.txt"	"OVNA"	"bi_Basal_DHeig"
"379"	"19.02609"	"29.83591"	"94.24709"	"0"	"1e+07"	"0"	"1e+07"	"30"	"15.88998"	"0"	"1e+07"	"0"	"1e+07"	"93.76041"	"./Results/Model Fits/SPEA_bi_Basal_DHeig_model.txt"	"SPEA"	"bi_Basal_DHeig"
"380"	"28.84141"	"1e-05"	"80.10415"	"0"	"1e+07"	"0"	"1e+07"	"30"	"21.98384"	"0"	"1e+07"	"0"	"1e+07"	"35.67135"	"./Results/Model Fits/TOTA_bi_Basal_DHeig_model.txt"	"TOTA"	"bi_Basal_DHeig"
"381"	"4.860721"	"31.29546"	"98.10527"	"0"	"1e+07"	"0"	"1e+07"	"22.65901"	"7.858446"	"0"	"1e+07"	"0"	"1e+07"	"14.07293"	"./Results/Model Fits/TRFA_bi_Basal_DHeig_model.txt"	"TRFA"	"bi_Basal_DHeig"
"382"	"4.800172"	"7.442932"	"3.380892"	"0"	"1e+07"	"0"	"1e+07"	"21.35896"	"10.10594"	"0"	"1e+07"	"0"	"1e+07"	"47.95108"	"./Results/Model Fits/UBIA_bi_Basal_DHeig_model.txt"	"UBIA"	"bi_Basal_DHeig"
