"LL"	"Param"	"AICc"	"AIC"	"Slope"	"R2"	"Null"	"File"	"Variable"	"Model"
-336.3991	6	685.555	684.7982	0.9939909	0.04475154	NA	"./Results/Model Fits/UNNA_bi_Densi_Shrub_model.txt"	"UNNA"	"bi_Densi_Shrub"
-365.513	6	743.7828	743.0261	0.9394612	-0.07724571	NA	"./Results/Model Fits/UNNA_bi_DHeig_Cavit_model.txt"	"UNNA"	"bi_DHeig_Cavit"
-344.359	6	701.4748	700.718	0.9560919	0.01139691	NA	"./Results/Model Fits/UNNA_bi_DHeig_Shrub_model.txt"	"UNNA"	"bi_DHeig_Shrub"
-381.0742	6	774.9051	774.1484	0.918476	-0.1424522	NA	"./Results/Model Fits/UNNA_bi_Quadr_Cavit_model.txt"	"UNNA"	"bi_Quadr_Cavit"
-343.66	6	700.0767	699.32	0.9908219	0.01432604	NA	"./Results/Model Fits/UNNA_bi_Quadr_DHeig_model.txt"	"UNNA"	"bi_Quadr_DHeig"
-362.1158	6	736.9883	736.2316	0.9344323	-0.06301008	NA	"./Results/Model Fits/UNNA_bi_Quadr_Shrub_model.txt"	"UNNA"	"bi_Quadr_Shrub"
-315.5528	8	648.4267	647.1056	0.998072	0.1321047	NA	"./Results/Model Fits/UNNA_compl_no_Cavit_model.txt"	"UNNA"	"compl_no_Cavit"
-349.9713	8	717.2637	715.9426	0.9420587	-0.01212059	NA	"./Results/Model Fits/UNNA_compl_no_DHeig_model.txt"	"UNNA"	"compl_no_DHeig"
-328.2621	8	673.8452	672.5241	0.9855878	0.07884857	NA	"./Results/Model Fits/UNNA_compl_no_Shrub_model.txt"	"UNNA"	"compl_no_Shrub"
-327.1268	8	671.5747	670.2536	0.9941395	0.08360571	NA	"./Results/Model Fits/UNNA_no_Cavit_Densi_model.txt"	"UNNA"	"no_Cavit_Densi"
-335.2963	8	687.9137	686.5926	0.9905579	0.0493727	NA	"./Results/Model Fits/UNNA_no_Cavit_DHeig_model.txt"	"UNNA"	"no_Cavit_DHeig"
-331.5874	8	680.496	679.1749	0.9772448	0.0649141	NA	"./Results/Model Fits/UNNA_no_Cavit_Quadr_model.txt"	"UNNA"	"no_Cavit_Quadr"
-353.8372	8	724.9954	723.6743	0.9338533	-0.02831979	NA	"./Results/Model Fits/UNNA_no_DHeig_Densi_model.txt"	"UNNA"	"no_DHeig_Densi"
-333.4899	8	684.3009	682.9798	0.9970377	0.05694224	NA	"./Results/Model Fits/UNNA_no_DHeig_Quadr_model.txt"	"UNNA"	"no_DHeig_Quadr"
-336.1651	8	689.6514	688.3303	0.9655889	0.04573202	NA	"./Results/Model Fits/UNNA_no_Quadr_Densi_model.txt"	"UNNA"	"no_Quadr_Densi"
-330.5883	8	678.4976	677.1765	1.004861	0.069101	NA	"./Results/Model Fits/UNNA_no_Shrub_Cavit_model.txt"	"UNNA"	"no_Shrub_Cavit"
-341.29	8	699.9011	698.58	0.9929855	0.0242572	NA	"./Results/Model Fits/UNNA_no_Shrub_Densi_model.txt"	"UNNA"	"no_Shrub_Densi"
-348.5932	8	714.5074	713.1863	0.9925751	-0.006345645	NA	"./Results/Model Fits/UNNA_no_Shrub_DHeig_model.txt"	"UNNA"	"no_Shrub_DHeig"
-348.8684	8	715.0579	713.7368	0.9840788	-0.007498967	NA	"./Results/Model Fits/UNNA_no_Shrub_Quadr_model.txt"	"UNNA"	"no_Shrub_Quadr"
-1673.995	2	3352.094	3351.989	40.27778	-5.56023	NA	"./Results/Model Fits/UNNA_null_null_null_model.txt"	"UNNA"	"null_null_null"
-319.0914	12	665.1541	662.1827	0.9981257	0.117277	NA	"./Results/Model Fits/UNNA_penta_complete_model.txt"	"UNNA"	"penta_complete"
-313.8972	10	649.8505	647.7944	1.008364	0.1390423	NA	"./Results/Model Fits/UNNA_tetra_complete_model.txt"	"UNNA"	"tetra_complete"
-321.1275	10	664.311	662.255	1.001708	0.1087449	NA	"./Results/Model Fits/UNNA_tetra_no_Cavit_model.txt"	"UNNA"	"tetra_no_Cavit"
-324.6196	10	671.2952	669.2392	1.007306	0.09411184	NA	"./Results/Model Fits/UNNA_tetra_no_Densi_model.txt"	"UNNA"	"tetra_no_Densi"
-333.2172	10	688.4906	686.4345	1.003878	0.05808468	NA	"./Results/Model Fits/UNNA_tetra_no_DHeig_model.txt"	"UNNA"	"tetra_no_DHeig"
-327.3215	10	676.6992	674.6431	0.994486	0.08278972	NA	"./Results/Model Fits/UNNA_tetra_no_Quadr_model.txt"	"UNNA"	"tetra_no_Quadr"
-329.0572	10	680.1704	678.1143	1.014232	0.07551691	NA	"./Results/Model Fits/UNNA_tetra_no_Shrub_model.txt"	"UNNA"	"tetra_no_Shrub"
-586.4844	4	1181.323	1180.969	0.5768392	-1.003191	NA	"./Results/Model Fits/UNNA_univaria_Basal_model.txt"	"UNNA"	"univaria_Basal"
-639.3671	4	1287.088	1286.734	0.6149054	-1.224788	NA	"./Results/Model Fits/UNNA_univaria_Cavit_model.txt"	"UNNA"	"univaria_Cavit"
-438.8883	4	886.1306	885.7766	0.8040247	-0.384713	NA	"./Results/Model Fits/UNNA_univaria_Densi_model.txt"	"UNNA"	"univaria_Densi"
-627.2009	4	1262.756	1262.402	0.5746549	-1.173807	NA	"./Results/Model Fits/UNNA_univaria_DHeig_model.txt"	"UNNA"	"univaria_DHeig"
-360.6698	4	729.6936	729.3396	0.9760684	-0.05695086	NA	"./Results/Model Fits/UNNA_univaria_DVari_model.txt"	"UNNA"	"univaria_DVari"
-611.5067	4	1231.367	1231.013	0.6606696	-1.108043	NA	"./Results/Model Fits/UNNA_univaria_Herba_model.txt"	"UNNA"	"univaria_Herba"
-419.2692	4	846.8925	846.5385	0.8149196	-0.3025025	NA	"./Results/Model Fits/UNNA_univaria_Quadr_model.txt"	"UNNA"	"univaria_Quadr"
-536.6507	4	1081.655	1081.301	0.6184869	-0.7943708	NA	"./Results/Model Fits/UNNA_univaria_Shrub_model.txt"	"UNNA"	"univaria_Shrub"
-634.0451	4	1276.444	1276.09	0.7507869	-1.202487	NA	"./Results/Model Fits/UNNA_univaria_Snags_model.txt"	"UNNA"	"univaria_Snags"
-568.9226	4	1146.199	1145.845	0.7545012	-0.929601	NA	"./Results/Model Fits/UNNA_univaria_Thick_model.txt"	"UNNA"	"univaria_Thick"
